timestamp;router_ping;reference_ping
1657206602,144733;3,59;34,94
1657206602,2017732;3,473;34,795
1657206602,25933;3,431;34,555
1657206602,3158772;3,849;34,376
1657206602,372086;4,001;35,207
1657206602,430073;4,013;35,179
1657206602,48937;3,831;34,874
1657206602,547437;3,26;34,74
1657206602,603989;4,148;34,874
1657206602,663755;3,489;34,6
1657206602,721478;3,681;34,856
1657206602,778399;4,255;34,813
1657206602,835399;3,257;33,979
1657206602,896267;3,437;34,549
1657206602,951193;3,451;34,692
1657206603,009103;3,474;34,522
1657206603,064238;3,458;34,834
1657206603,1213188;3,931;34,716
1657206603,179167;3,775;34,805
1657206603,2354932;3,471;36,227
1657206603,294227;3,672;39,263
1657206603,355285;3,499;40,816
1657206603,417351;3,4;34,978
1657206603,472544;3,178;34,594
1657206603,530357;3,556;34,776
1657206603,5889459;3,318;34,878
1657206603,645942;3,508;37,289
1657206603,705557;3,506;35,103
1657206603,761618;3,957;34,747
1657206603,818537;3,965;35,707
1657206603,877426;3,785;35,323
1657206603,935317;3,853;35,418
1657206603,9927108;3,599;34,878
1657206604,050103;3,002;34,462
1657206604,1060429;3,489;34,879
1657206604,161647;3,463;35,12
1657206604,2188458;3,44;35,106
1657206604,274038;3,487;35,198
1657206604,3313122;3,683;34,414
1657206604,388299;3,436;35,017
1657206604,44786;3,576;35,136
1657206604,506864;3,555;35,45
1657206604,579489;3,827;35,326
1657206604,6478238;3,33;34,406
1657206604,718522;4,485;35,457
1657206604,797784;3,888;35,527
1657206604,8639848;3,732;34,19
1657206604,921721;3,672;33,999
1657206604,9831848;3,565;34,897
1657206605,0424519;2,123;34,927
1657206605,099606;3,401;34,703
1657206605,158527;3,43;34,708
1657206605,217637;3,412;33,674
1657206605,273962;4,146;35,051
1657206605,331938;2,889;34,217
1657206605,3882408;3,536;35,128
1657206605,44826;3,762;35,185
1657206605,5062;3,394;34,989
1657206605,565823;3,024;34,809
1657206605,624683;3,697;35,576
1657206605,684619;3,598;34,907
1657206605,742721;3,621;33,971
1657206605,800094;3,461;34,058
1657206605,857135;3,037;34,488
1657206605,914903;3,705;33,801
1657206605,970763;3,865;35,968
1657206606,030028;3,48;35,796
1657206606,088748;3,609;34,719
1657206606,147161;2,88;34,162
1657206606,201581;3,34;34,183
1657206606,2526028;3,562;34,894
1657206606,308356;3,383;34,15
1657206606,356786;3,861;35,77
1657206606,409211;3,944;34,658
1657206606,462018;3,24;34,784
1657206606,512735;2,835;35,335
1657206606,563782;3,417;33,144
1657206606,620672;3,348;35,162
1657206606,6742458;3,891;42,925
1657206606,737598;4,887;34,751
1657206606,792045;2,144;35,072
1657206606,8484359;3,417;34,3
1657206606,904763;3,465;34,438
1657206606,964867;3,917;35,461
1657206607,022159;3,587;35,13
1657206607,085482;3,584;34,778
1657206607,1480582;2,871;34,853
1657206607,206603;3,493;33,751
1657206607,270976;3,53;33,602
1657206607,331609;3,455;34,537
1657206607,399523;3,26;34,972
1657206607,455381;3,557;34,57
1657206607,517607;3,434;34,015
1657206607,5704472;3,461;36,151
1657206607,6309278;3,151;33,81
1657206607,6904771;2,99;34,626
1657206607,7496629;2,175;34,009
1657206607,808308;2,725;33,772
1657206607,8658571;4,264;34,607
1657206607,918736;3,682;33,871
1657206607,9769542;3,216;34,077
1657206608,031355;2,777;35,267
1657206608,088724;3,435;34,335
1657206608,147104;3,319;34,373
1657206608,215426;2,07;34,993
1657206608,268331;2,286;33,772
1657206608,325579;4,033;35,141
1657206608,3883278;3,353;42,563
1657206608,452116;2,743;43,404
1657206608,519825;3,656;33,757
1657206608,578366;3,415;34,292
1657206608,635457;3,026;34,806
1657206608,6936488;3,494;34,207
1657206608,752579;2,737;34,856
1657206608,803164;2,905;35,714
1657206608,854663;3,656;35,246
1657206608,90853;3,297;34,976
1657206608,9593952;3,603;35,22
1657206609,0119412;3,579;34,698
1657206609,0636249;3,32;35,728
1657206609,115781;3,682;34,755
1657206609,167187;3,345;33,402
1657206609,2098482;3,139;34,548
1657206609,310802;3,111;34,368
1657206609,356576;3,106;34,171
1657206609,404222;3,561;34,762
1657206609,4790962;3,141;34,474
1657206609,52247;3,342;34,638
1657206609,566619;3,167;34,569
1657206609,60964;3,07;34,429
1657206609,654621;3,127;34,29
1657206609,6981509;3,018;33,916
1657206609,739538;2,666;34,483
1657206609,781193;3,145;34,455
1657206609,8232582;3,101;34,244
1657206609,8663108;2,707;34,525
1657206609,90841;3,175;34,83
1657206609,9513211;4,06;34,282
1657206609,9958;2,709;34,523
1657206610,037784;3,355;34,525
1657206610,0802171;3,165;34,382
1657206610,122168;3,182;34,423
1657206610,164356;3,46;34,846
1657206610,207344;2,92;34,307
1657206610,25031;3,584;34,441
1657206610,293747;2,792;33,989
1657206610,3367429;3,236;34,086
1657206610,381973;2,885;34,289
1657206610,428761;4,755;34,978
1657206610,4809191;4,25;35,088
1657206610,5369651;3,595;34,661
1657206610,5923579;2,974;34,077
1657206610,644452;3,302;35,044
1657206610,699799;3,301;34,978
