timestamp;router_ping;reference_ping
1657208246,999454;3,189;34,993
1657208247,045737;3,249;34,673
1657208247,0924091;3,764;35,246
1657208247,139454;3,213;35,26
1657208247,186662;3,085;35,057
1657208247,23475;3,43;35,237
1657208247,285967;3,309;34,848
1657208247,330579;3,503;35,168
1657208247,3758621;3,209;35,49
1657208247,420697;3,58;36,857
1657208247,46778;3,601;35,514
1657208247,515187;3,751;36,105
1657208247,564081;4,582;35,462
1657208247,6131158;3,614;36,372
1657208247,668938;3,427;35,348
1657208247,721257;3,795;35,169
1657208247,773661;3,621;35,018
1657208247,8247428;3,597;35,37
1657208247,870424;3,219;35,425
1657208247,9146612;3,667;35,3
1657208247,959578;3,342;34,567
1657208248,004703;3,215;35,058
1657208248,051111;3,246;34,705
1657208248,107269;2,762;35,179
1657208248,155869;3,184;35,274
1657208248,20546;3,245;35,342
1657208248,253545;3,073;37,969
1657208248,304838;3,585;35,42
1657208248,35261;3,427;35,028
1657208248,398303;2,778;34,798
1657208248,442069;2,787;34,935
1657208248,486219;4,405;35,201
1657208248,5329201;3,212;34,537
1657208248,57807;3,015;34,964
1657208248,623931;2,811;35,024
1657208248,66939;3,087;36,189
1657208248,7168572;3,248;37,614
1657208248,7663841;3,225;34,964
1657208248,813349;3,702;35,086
1657208248,874868;3,225;35,324
1657208248,92567;3,613;35,361
1657208248,971173;3,409;35,296
1657208249,0158641;3,226;35,343
1657208249,061867;3,535;35,071
1657208249,1081421;2,956;35,119
1657208249,154374;3,193;35,276
1657208249,201152;3,214;35,053
1657208249,248628;3,053;35,607
1657208249,302335;3,619;35,309
1657208249,351369;3,444;35,103
1657208249,401422;2,877;35,42
1657208249,459489;3,631;35,681
1657208249,5082612;3,602;35,765
1657208249,553517;3,431;35,535
1657208249,59829;3,337;35,07
1657208249,6442492;3,313;35,434
1657208249,691551;3,586;35,275
1657208249,74046;3,261;34,729
1657208249,790664;2,752;34,862
1657208249,841567;3,267;35,113
1657208249,892143;3,305;34,637
1657208249,944441;3,309;35,356
1657208249,996279;3,87;34,624
1657208250,042023;3,202;34,914
1657208250,085323;3,15;35,22
1657208250,1294668;3,131;34,951
1657208250,174131;2,744;34,441
1657208250,219511;3,133;35,386
1657208250,2690501;3,105;34,507
1657208250,3212988;3,461;35,255
1657208250,375443;3,889;36,178
1657208250,431801;3,493;35,123
1657208250,489286;3,256;34,93
1657208250,5462961;2,962;35,083
1657208250,592669;3,34;34,525
1657208250,6374028;3,376;35,241
1657208250,681592;4,312;35,723
1657208250,728395;3,419;34,361
1657208250,775439;3,189;34,854
1657208250,826221;3,224;35,101
1657208250,8805299;3,043;34,558
1657208250,939359;3,108;35,267
1657208250,999061;3,457;36,413
1657208251,056618;3,315;34,472
1657208251,114069;3,301;34,377
1657208251,1644359;2,716;35,195
1657208251,209187;4,133;34,805
1657208251,255987;3,203;35,041
1657208251,299962;3,373;35,045
1657208251,345302;3,229;40,356
1657208251,398479;3,601;36,435
1657208251,451957;4,953;35,434
1657208251,5058692;2,978;34,666
1657208251,563037;4,833;35,443
1657208251,618422;3,848;36,121
1657208251,674942;4,189;37,299
1657208251,734893;3,438;38,924
1657208251,7916968;8,149;35,606
1657208251,842418;2,096;38,11
1657208251,888745;10,842;34,771
1657208251,943695;6,139;48,858
1657208252,009403;8,223;39,624
1657208252,072896;22,709;41,928
1657208252,152371;13,427;46,427
1657208252,226311;7,301;48,89
1657208252,298573;18,42;40,74
1657208252,368453;2,438;38,446
1657208252,4159622;12,614;39,085
1657208252,473291;4,744;37,783
1657208252,5228128;4,195;34,608
1657208252,571627;5,466;37,121
1657208252,632094;3,17;33,866
1657208252,68434;3,773;34,2
1657208252,735897;2,606;36,799
1657208252,7896478;3,808;36,048
1657208252,8477771;5,299;38,616
1657208252,910483;5,436;37,559
1657208252,969067;5,729;37,156
1657208253,018399;2,477;37,746
1657208253,064627;5,011;35,564
1657208253,111182;3,383;36,128
1657208253,158669;3,947;37,216
1657208253,210784;5,419;37,928
1657208253,270713;7,201;36,126
1657208253,33088;7,858;36,639
1657208253,389887;3,247;37,103
1657208253,448661;4,51;36,838
1657208253,507189;2,964;36,88
1657208253,560055;4,036;35,736
1657208253,607532;5,484;36,039
1657208253,655479;3,797;35,686
1657208253,700984;10,795;37,528
1657208253,756856;3,815;39,948
1657208253,810775;5,747;38,452
1657208253,868;4,283;36,945
1657208253,9242089;5,889;35,623
1657208253,9812968;2,931;40,264
1657208254,0431051;4,203;34,02
